drive_id,file_id,名前乖離,ファイル名,概要文字数,タグ数,entities数,persons数,locations数,概要に数字あり,タグ集合,概要
118,G022,あり,IMG_20260522_022.jpg,134,6,1,0,0,1,ミカド精機|第2工場|監査|現場写真|プレースホルダー|2026年,「ミカド精機 第2工場」における2026年5月の監査時に撮影されたとされる現場写真のプレースホルダー画像です。上下に分かれた背景色の中央に、写真の枠を模したグレーの長方形が配置されており、左上に撮影情報を示すテキストが記載された極めてシンプルなデザインとなっています。
119,G028,あり,IMG_20260528_028.jpg,145,6,1,0,0,0,ハギ写真館|撮影スタジオ|見学|現場写真|ミニマルデザイン|幾何学模様,「現場写真: 撮影スタジオ」および「ハギ写真館 見学」というテキストが左上に配置された、非常にシンプルなグラフィック画像。中央に大きなグレーの長方形があり、背景は上下でライトグレーとブラウンに分かれている。ハギ写真館の見学に関連するプレゼンテーションの表紙やスライド素材のような構成である。
120,G017,あり,IMG_20260617_017.jpg,89,5,0,0,1,1,展示会ブース|ブース設営|幕張|プレースホルダー|資料作成,2026年11月に幕張で行われる展示会ブースの設営現場を記録するための、写真挿入用プレースホルダーが含まれたビジネス文書のサンプル。左上に状況を説明するテキストが添えられている。
121,G023,あり,IMG_20260623_023.jpg,133,6,1,0,0,0,TSUBAME|実証実験|車載端末|配送車両|現場写真|スライド,「現場写真: 配送車両」「TSUBAME実証 車載端末」というテキストが記載された、プレゼンテーション用スライドの画像。配送車両に搭載される端末の実証実験に関する資料の一部であり、中央には画像や図解を配置するためのプレースホルダーと思われる大きな矩形が描かれている。
122,G029,あり,IMG_20260629_029.jpg,95,6,0,0,0,0,現場写真|受付|来訪者記帳台|プレースホルダー|ミニマリズム|ビジネス資料,「現場写真：受付」および「来訪者記帳台」というテキストが左上に配置された、受付エリアを抽象的に表現したプレースホルダー画像。上下二色に分かれた背景の中央に、紺色の大きな長方形が描かれている。
123,A003,あり,最終版_v2(コピー).docx,71,5,1,2,0,0,営業戦略|アオバ物流株式会社|コンペ|保守体制|訴求方針,アオバ物流株式会社へのコンペ提案に向けた営業戦略会議のメモ。価格競争を避けて保守体制を強調する方針や、提案書作成のスケジュールが記されている。
124,A020,なし,顧客満足度調査_2026上期_報告.docx,80,5,3,0,0,1,顧客満足度調査|NPS|改善案|2026年上期|カスタマーサポート,2026年上期の顧客満足度調査結果を報告するビジネス文書です。NPSの向上状況と、主要な不満点である問い合わせ対応の遅延に対する具体的な改善案をまとめています。
125,A027,なし,顧客リスト_模擬.xlsx,43,5,5,5,0,0,顧客リスト|顧客管理|アオバ物流|ミカド精機|架空データ,アオバ物流やミカド精機などの架空の会社情報をまとめた、サンプル用の顧客リスト資料です。
126,D037,なし,会議アジェンダ_01.docx,56,4,0,0,0,1,定例会議|アジェンダ|進捗共有|ビジネス文書,第1回定例会議の議題をまとめたアジェンダ資料。前回の宿題の確認、進捗の共有、その他の3つの項目で構成されている。
127,D038,なし,会議アジェンダ_02.docx,65,5,1,0,0,1,定例会議|アジェンダ|進捗共有|業務管理|会議資料,第2回定例会議のためのアジェンダ資料です。前回の宿題事項の確認、現在の進捗状況の共有、およびその他の議題について構成されています。
128,D039,なし,会議アジェンダ_03.docx,68,4,0,0,0,1,定例会議|アジェンダ|進捗共有|宿題確認,第3回定例会議の議題をまとめたアジェンダ文書です。前回会議からの宿題確認や進捗共有、その他の事項について議論される予定が記されています。
129,D040,なし,会議アジェンダ_04.docx,57,5,1,0,0,1,定例会議|アジェンダ|進捗共有|前回宿題|会議運営,第4回定例会議のアジェンダを記した文書です。前回宿題の確認、進捗共有、その他の3項目が議題として設定されています。
130,D041,なし,会議アジェンダ_05.docx,61,5,1,0,0,1,定例会議|アジェンダ|進捗共有|宿題確認|業務報告,第5回定例会議のアジェンダを記した文書です。前回の宿題確認、進捗共有、およびその他の事項について簡潔にまとめられています。
131,D042,なし,会議アジェンダ_06.docx,69,5,1,0,0,1,定例会議|アジェンダ|進捗共有|宿題確認|会議資料,第6回定例会議の進行予定をまとめたアジェンダ資料。前回の宿題の確認や現在の進捗状況の共有、その他の連絡事項を主な議題として構成されている。
132,D043,なし,会議アジェンダ_07.docx,63,4,1,0,0,1,定例会議|アジェンダ|進捗共有|ビジネス,第7回定例会議の議題をまとめたアジェンダ資料です。前回の宿題の確認、進捗共有、その他事項の3つのセクションで構成されています。
133,D044,なし,会議アジェンダ_08.docx,75,4,1,0,0,1,定例会議|アジェンダ|進捗共有|プロジェクト管理,第8回定例会議の議題をまとめたアジェンダ資料です。前回会議からの継続課題の確認、現在のプロジェクト進捗の共有、およびその他の連絡事項が含まれています。
134,D045,なし,会議アジェンダ_09.docx,67,4,1,0,0,1,定例会議|アジェンダ|進捗共有|宿題確認,第9回定例会議のアジェンダを記載したビジネス文書です。会議の主要な項目として前回宿題の確認、進捗共有、その他の事項が挙げられています。
135,D046,なし,会議アジェンダ_10.docx,53,5,0,0,0,1,定例会議|アジェンダ|進捗共有|宿題確認|会議資料,第10回定例会議のアジェンダ資料。前回宿題の確認、進捗共有、その他という3つの主要な議題で構成されている。
136,A001,あり,新しいMicrosoft Word 文書 (3).docx,90,5,2,4,1,1,PJ-AQUA|水質センサー|予算管理|プロジェクト進捗|ベータテスト,2026年4月10日に開催された定例企画会議の議事録です。プロジェクト「PJ-AQUA」における水質センサーの納期遅延報告、追加予算の承認、および今後のタスクがまとめられています。
137,A019,なし,ドローン点検市場調査報告_2026.docx,105,6,1,0,1,1,ドローン|点検市場|市場調査|インフラ点検|橋梁点検|2030年,国内のドローン点検市場における将来予測と参入戦略をまとめた調査報告書の概要。2030年に向けた市場規模の拡大見通しや、主要な用途セグメント、新規参入の傾向、および自社の強みとなる要素について簡潔に記されている。
138,A009,なし,幕張展示会_出展計画_2026.pptx,87,6,1,0,1,1,幕張展示会|出展計画|AQUAFLOW|展示会|デモ機|シフト制,2026年11月に開催される幕張展示会に向けた出展計画の資料。評価用の模擬資料として、会期、展示予定の製品「AQUAFLOW」、および運営スタッフのシフト体制が示されている。
139,A014,なし,経費精算マニュアル_2026年版.pdf,84,6,1,0,0,1,経費精算|交通費|高額経費|立替金|社内ルール|事務手続き,2026年版の経費精算マニュアルの模擬文書です。経費申請の締め日、交通費の精算方法、高額経費の事前申請、および立替金の振込スケジュールについて簡潔にまとめられています。
140,A038,なし,予算会議議事録_2026年7月.docx,65,6,1,0,0,1,予算会議|2026年7月|広告宣伝費|開発部|展示会予算|効果測定,2026年7月に実施された予算会議の議事録。下期の広告宣伝費の増額とその財源、および展示会予算の現状維持について記載されています。
141,A030,なし,経費集計_2026上期.xlsx,58,10,4,0,0,1,経費集計|2026年|上半期|営業部|企画部|開発部|総務部|交通費|会議費|消耗品,2026年度上期における、営業部、企画部、開発部、総務部の4部門の経費（交通費、会議費、消耗品）を集計した資料です。
142,D025,なし,20260105_請求書.pdf,56,5,0,0,0,1,請求書|業務委託|模擬文書|支払明細|2026年,2026年1月分を想定した業務委託料の模擬請求書です。表紙と、金額・支払期限を含む明細ページで構成されています。
143,D026,なし,20260205_請求書.pdf,46,5,2,0,0,1,請求書|業務委託料|2026年2月|支払明細|模擬文書,2026年2月分の業務委託料に関する模擬請求書。請求金額や支払期限などの明細が含まれている。
144,D028,なし,20260405_請求書.pdf,69,5,0,0,0,1,請求書|業務委託料|2026年4月|経理|模擬文書,"2026年4月分の業務委託料を請求するための模擬請求書です。一式550,000円（税込）の請求金額と、翌月末の支払期限が記載されています。"
145,D029,なし,20260505_請求書.pdf,63,5,1,0,0,1,請求書|業務委託料|模擬文書|2026年5月|経理事務,2026年5月分を対象とした、業務委託料の請求内容（模擬）を記したビジネス文書です。金額および支払期限の明細が含まれています。
146,D031,なし,20260705_請求書.pdf,61,5,1,0,0,1,請求書|業務委託料|2026年7月|支払期限|模擬,"2026年7月分の業務委託料一式を請求する模擬請求書。合計金額550,000円（税込）と翌月末の支払期限が記載されている。"
147,D032,なし,20260805_請求書.pdf,66,5,2,0,0,1,請求書|業務委託料|2026年8月|模擬文書|支払期限,"2026年8月分の業務委託料に関する模擬の請求書資料。請求金額550,000円（税込）および、翌月末という支払期限が記載されている。"
148,D034,なし,20261005_請求書.pdf,66,5,1,0,0,1,請求書|業務委託料|模擬文書|2026年10月|経理,"2026年10月分の業務委託料に関する模擬的な請求書です。金額は一式550,000円（税込）で、支払期限は翌月末と記載されています。"
149,D035,なし,20261105_請求書.pdf,73,5,2,0,0,1,請求書|業務委託料|2026年11月|模擬文書|経理資料,"2026年11月分の業務委託料請求を想定した模擬文書です。請求金額550,000円（税込）や支払期限などの基本的な請求情報の記載例となっています。"
150,D027,あり,スキャン_0003.pdf,50,5,0,0,0,1,請求書|業務委託料|2026年3月|模擬文書|精算,2026年3月分の業務委託料に関する模擬請求書のサンプルです。金額の明細や支払期限が含まれています。
151,D030,あり,スキャン_0006.pdf,67,5,0,0,0,1,請求書|業務委託料|模擬|2026年6月|事務処理,"2026年6月分の業務委託料に関する模擬の請求書。一式550,000円（税込）の請求額と、支払期限が翌月末であることが記載されている。"
152,D033,あり,スキャン_0009.pdf,59,5,1,0,0,1,請求書|業務委託料|2026年9月|模擬文書|支払期限,"2026年9月分の業務委託料に関する模擬の請求書です。金額は税込550,000円、支払期限は翌月末と設定されています。"
153,D036,あり,スキャン_0012.pdf,34,5,0,0,0,1,請求書|模擬文書|業務委託料|2026年12月|支払期限,2026年12月分の業務委託料に関する模擬の請求書ドキュメントです。
154,X005,あり,予算管理表_2026年度 (コピー).xlsx,64,5,5,0,0,1,予算管理表|2026年度|予算執行|財務管理|部門別予算,2026年度の各部門（企画部、営業部、開発部、総務部）における年間予算、上期執行額、および下期残高を管理するための表形式の資料。
155,A025,なし,予算管理表_2026年度.xlsx,73,8,4,0,0,1,予算管理|2026年度|部門別予算|財務データ|企画部|営業部|開発部|総務部,2026年度における各部門（企画部、営業部、開発部、総務部）の予算執行状況をまとめた管理表。年間予算、上期執行額、および下期残額が記載されている。
156,A016,なし,ブランドガイドライン_v3.pdf,86,5,1,0,0,1,ブランドガイドライン|ロゴデザイン|カラーパレット|タイポグラフィ|Noto Sans JP,ブランドのビジュアルアイデンティティを維持するための規定をまとめた「ブランドガイドライン v3」の模擬文書です。ロゴの使用サイズ、配色、指定フォントについて定義しています。
157,D001,なし,週報_営業部_2026年5月_第1週.docx,51,5,1,0,0,0,営業部|週報|定例訪問|資料作成|社内打合せ,営業部における今週の活動内容をまとめた週報です。定例訪問や資料作成、打合せの実施状況が記されています。
158,D002,なし,週報_営業部_2026年5月_第2週.docx,52,5,1,0,0,0,営業部|週報|定例訪問|資料作成|社内打合せ,営業部における一週間の業務活動を簡潔にまとめた週報です。訪問件数や会議の実施状況などが記載されています。
159,D003,なし,週報_営業部_2026年5月_第3週.docx,50,5,1,0,0,0,営業部|週報|業務報告|定例訪問|社内打合せ,営業部における一週間の活動実績（定例訪問、資料作成、社内打合せ）および特記事項をまとめた報告書です。
160,D004,なし,週報_営業部_2026年5月_第4週.docx,54,5,1,0,0,0,営業部|週報|定例訪問|資料作成|社内打合せ,営業部における今週の活動内容をまとめた週報です。定例訪問、資料作成、社内打合せの実施状況が報告されています。
161,D005,なし,週報_営業部_2026年6月_第1週.docx,65,5,1,0,0,1,営業部|週報|定例訪問|資料作成|社内打合せ,営業部の週報です。今週の主な活動として、5件の定例訪問、資料作成、および社内打合せの実施が報告されています。特記事項はありません。
162,D006,なし,週報_営業部_2026年6月_第2週.docx,56,6,1,0,0,0,週報|営業部|業務報告|定例訪問|社内打合せ|資料作成,営業部の今週の活動実績をまとめた週報です。訪問件数や資料作成、社内打合せなどの業務内容が簡潔に記載されています。
163,D013,なし,週報_開発部_2026年5月_第1週.docx,65,6,1,0,0,0,開発部|週報|業務報告|定例訪問|資料作成|社内打合せ,開発部における一週間の業務活動を報告する週報です。定例訪問、資料作成、社内打合せといった具体的な活動内容が簡潔に記載されています。
164,D014,なし,週報_開発部_2026年5月_第2週.docx,59,5,1,0,0,0,開発部|週報|定例訪問|社内打合せ|業務報告,開発部における一週間の活動内容を簡潔にまとめた週報です。定例訪問や資料作成、社内打合せなどの実施状況が記されています。
165,D015,なし,週報_開発部_2026年5月_第3週.docx,30,5,1,0,0,0,開発部|週報|定例訪問|業務報告|社内打合せ,開発部における一週間の業務活動内容を報告する週次報告書です。
166,D016,なし,週報_開発部_2026年5月_第4週.docx,65,5,1,0,0,0,開発部|週報|業務報告|定例訪問|社内打合せ,開発部の週間活動内容を簡潔にまとめた週報です。今週の主な活動として定例訪問や資料作成、社内打合せが行われたことが報告されています。
167,D017,なし,週報_開発部_2026年6月_第1週.docx,48,5,1,0,0,1,開発部|週報|業務報告|定例訪問|社内打合せ,開発部における1週間の業務活動（定例訪問、資料作成、社内打合せ）を簡潔にまとめた週次報告書です。
168,D018,なし,週報_開発部_2026年6月_第2週.docx,56,5,1,0,0,1,開発部|週報|業務報告|定例訪問|社内打合せ,開発部の1週間の業務活動をまとめた週次報告書です。定例訪問や資料作成、社内打合せなどの実施状況が記されています。
169,D007,なし,週報_企画部_2026年5月_第1週.docx,58,5,1,0,0,0,企画部|週報|定例訪問|資料作成|社内打合せ,企画部の今週の活動内容を報告する週報です。定例訪問、資料作成、社内打合せといった業務活動が簡潔にまとめられています。
170,D008,なし,週報_企画部_2026年5月_第2週.docx,27,5,1,0,0,0,企画部|週報|定例訪問|資料作成|社内打合せ,企画部の一週間の業務活動内容を簡潔にまとめた週報です。
171,D009,なし,週報_企画部_2026年5月_第3週.docx,73,6,1,0,0,0,企画部|週報|業務報告|定例訪問|資料作成|社内打合せ,企画部の週間活動報告書です。今週の主な活動として定例訪問、資料作成、社内打合せの実施状況がまとめられており、特記事項がないことが報告されています。
172,D010,なし,週報_企画部_2026年5月_第4週.docx,42,5,1,0,0,1,企画部|週報|定例訪問|資料作成|社内打合せ,企画部における1週間の業務活動（定例訪問、資料作成、社内打合せ）を記録した週報です。
173,D011,なし,週報_企画部_2026年6月_第1週.docx,69,5,1,0,0,0,企画部|週報|定例訪問|資料作成|社内打合せ,企画部の今週の活動内容をまとめた週報です。定例訪問、資料作成、社内打合せの実績が簡潔に記載されており、特記事項はない旨が報告されています。
